rank,opening_range_end,stop_loss_rate,take_profit_rate,symbol_count,data_symbol_count,traded_symbol_count,source_bar_count,trade_count,win_count,loss_count,breakeven_count,win_rate,total_profit,gross_profit,gross_loss,average_profit,profit_factor,expectancy,max_drawdown
20,09:15,0.005,0.02,6,6,1,1340,1,0,1,0,0.0,-3889.9785000000293,0,-3889.9785000000293,-3889.9785000000293,0.0,-3889.9785000000293,3889.9785000000293
21,09:15,0.005,0.03,6,6,1,1340,1,0,1,0,0.0,-3889.9785000000293,0,-3889.9785000000293,-3889.9785000000293,0.0,-3889.9785000000293,3889.9785000000293
22,09:15,0.005,0.04,6,6,1,1340,1,0,1,0,0.0,-3889.9785000000293,0,-3889.9785000000293,-3889.9785000000293,0.0,-3889.9785000000293,3889.9785000000293
23,09:05,0.015,0.01,6,6,1,1340,2,1,1,0,50.0,-4096.893999999989,5930.403500000029,-10027.297500000019,-2048.4469999999947,0.5914259051354583,-2048.4469999999947,10027.297500000019
24,09:10,0.008,0.015,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
25,09:10,0.008,0.02,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
26,09:10,0.008,0.03,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
27,09:10,0.008,0.04,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
28,09:15,0.008,0.015,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
29,09:15,0.008,0.02,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
30,09:15,0.008,0.03,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
31,09:15,0.008,0.04,6,6,1,1340,1,0,1,0,0.0,-5834.805599999992,0,-5834.805599999992,-5834.805599999992,0.0,-5834.805599999992,5834.805599999992
32,09:10,0.01,0.015,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
33,09:10,0.01,0.02,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
34,09:10,0.01,0.03,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
35,09:10,0.01,0.04,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
36,09:15,0.01,0.015,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
37,09:15,0.01,0.02,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
38,09:15,0.01,0.03,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
39,09:15,0.01,0.04,6,6,1,1340,1,0,1,0,0.0,-7131.356999999967,0,-7131.356999999967,-7131.356999999967,0.0,-7131.356999999967,7131.356999999967
40,09:05,0.005,0.015,6,6,1,1340,2,0,2,0,0.0,-7714.584250000051,0,-7714.584250000051,-3857.2921250000254,0.0,-3857.2921250000254,7714.584250000051
41,09:05,0.005,0.02,6,6,1,1340,2,0,2,0,0.0,-7714.584250000051,0,-7714.584250000051,-3857.2921250000254,0.0,-3857.2921250000254,7714.584250000051
42,09:05,0.005,0.03,6,6,1,1340,2,0,2,0,0.0,-7714.584250000051,0,-7714.584250000051,-3857.2921250000254,0.0,-3857.2921250000254,7714.584250000051
43,09:05,0.005,0.04,6,6,1,1340,2,0,2,0,0.0,-7714.584250000051,0,-7714.584250000051,-3857.2921250000254,0.0,-3857.2921250000254,7714.584250000051
44,09:10,0.012,0.015,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
45,09:10,0.012,0.02,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
46,09:10,0.012,0.03,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
47,09:10,0.012,0.04,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
48,09:15,0.012,0.015,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
49,09:15,0.012,0.02,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
50,09:15,0.012,0.03,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
51,09:15,0.012,0.04,6,6,1,1340,1,0,1,0,0.0,-8427.908400000033,0,-8427.908400000033,-8427.908400000033,0.0,-8427.908400000033,8427.908400000033
52,09:10,0.015,0.015,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
53,09:10,0.015,0.02,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
54,09:10,0.015,0.03,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
55,09:10,0.015,0.04,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
56,09:15,0.015,0.015,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
57,09:15,0.015,0.02,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
58,09:15,0.015,0.03,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
59,09:15,0.015,0.04,6,6,1,1340,1,0,1,0,0.0,-10372.735499999997,0,-10372.735499999997,-10372.735499999997,0.0,-10372.735499999997,10372.735499999997
60,09:05,0.008,0.015,6,6,1,1340,2,0,2,0,0.0,-11571.554799999954,0,-11571.554799999954,-5785.777399999977,0.0,-5785.777399999977,11571.554799999954
61,09:05,0.008,0.02,6,6,1,1340,2,0,2,0,0.0,-11571.554799999954,0,-11571.554799999954,-5785.777399999977,0.0,-5785.777399999977,11571.554799999954
62,09:05,0.008,0.03,6,6,1,1340,2,0,2,0,0.0,-11571.554799999954,0,-11571.554799999954,-5785.777399999977,0.0,-5785.777399999977,11571.554799999954
63,09:05,0.008,0.04,6,6,1,1340,2,0,2,0,0.0,-11571.554799999954,0,-11571.554799999954,-5785.777399999977,0.0,-5785.777399999977,11571.554799999954
64,09:05,0.01,0.015,6,6,1,1340,2,0,2,0,0.0,-14142.868500000011,0,-14142.868500000011,-7071.434250000006,0.0,-7071.434250000006,14142.868500000011
65,09:05,0.01,0.02,6,6,1,1340,2,0,2,0,0.0,-14142.868500000011,0,-14142.868500000011,-7071.434250000006,0.0,-7071.434250000006,14142.868500000011
66,09:05,0.01,0.03,6,6,1,1340,2,0,2,0,0.0,-14142.868500000011,0,-14142.868500000011,-7071.434250000006,0.0,-7071.434250000006,14142.868500000011
67,09:05,0.01,0.04,6,6,1,1340,2,0,2,0,0.0,-14142.868500000011,0,-14142.868500000011,-7071.434250000006,0.0,-7071.434250000006,14142.868500000011
68,09:05,0.012,0.015,6,6,1,1340,2,0,2,0,0.0,-16714.182199999977,0,-16714.182199999977,-8357.091099999989,0.0,-8357.091099999989,16714.182199999977
69,09:05,0.012,0.02,6,6,1,1340,2,0,2,0,0.0,-16714.182199999977,0,-16714.182199999977,-8357.091099999989,0.0,-8357.091099999989,16714.182199999977
70,09:05,0.012,0.03,6,6,1,1340,2,0,2,0,0.0,-16714.182199999977,0,-16714.182199999977,-8357.091099999989,0.0,-8357.091099999989,16714.182199999977
71,09:05,0.012,0.04,6,6,1,1340,2,0,2,0,0.0,-16714.182199999977,0,-16714.182199999977,-8357.091099999989,0.0,-8357.091099999989,16714.182199999977
72,09:05,0.015,0.015,6,6,1,1340,2,0,2,0,0.0,-20571.152750000063,0,-20571.152750000063,-10285.576375000031,0.0,-10285.576375000031,20571.152750000063
73,09:05,0.015,0.02,6,6,1,1340,2,0,2,0,0.0,-20571.152750000063,0,-20571.152750000063,-10285.576375000031,0.0,-10285.576375000031,20571.152750000063
74,09:05,0.015,0.03,6,6,1,1340,2,0,2,0,0.0,-20571.152750000063,0,-20571.152750000063,-10285.576375000031,0.0,-10285.576375000031,20571.152750000063
75,09:05,0.015,0.04,6,6,1,1340,2,0,2,0,0.0,-20571.152750000063,0,-20571.152750000063,-10285.576375000031,0.0,-10285.576375000031,20571.152750000063
