rank,code,trade_count,win_count,loss_count,breakeven_count,win_rate,total_profit,gross_profit,gross_loss,profit_factor,expectancy,max_drawdown
1,7203,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0
