code,entry_at,exit_at,exit_reason,buy_price,sell_price,quantity,gross_profit,commission,slippage_cost,total_cost,net_profit,return_rate
9984,2026-07-14T10:20:00,2026-07-14T11:05:00,stop_loss,6486.0,6421.14,100,-6485.999999999967,0.0,645.357,645.357,-7131.356999999967,-1.099499999999995
